Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-09,407.1499938964844,407.3999938964844,395.0,403.95001220703125,18076956,0,0
2022-05-10,400.0,408.5,389.6000061035156,391.75,16540303,0,0
2022-05-11,396.0,397.0,377.54998779296875,388.1499938964844,29215175,0,0
2022-05-12,382.0,384.6499938964844,366.20001220703125,372.29998779296875,33511538,0,0
2022-05-13,387.0,419.3500061035156,387.0,404.29998779296875,71425747,0,0
2022-05-16,411.8999938964844,411.8999938964844,396.25,405.3500061035156,24938704,0,0
2022-05-17,408.3999938964844,425.6499938964844,405.0,424.1499938964844,24651585,0,0
2022-05-18,424.0,427.3500061035156,414.04998779296875,415.1499938964844,20490516,0,0
2022-05-19,400.0,406.79998779296875,396.20001220703125,398.6499938964844,17706724,0,0
2022-05-20,410.0,421.3999938964844,410.0,418.0,23504236,0,0
2022-05-23,421.6499938964844,431.1499938964844,419.54998779296875,421.45001220703125,16345308,0,0
2022-05-24,423.8999938964844,427.5,416.0,425.75,14525617,0,0
2022-05-25,428.45001220703125,429.0,413.45001220703125,417.0,13540006,0,0
2022-05-26,422.0,422.6499938964844,405.0,420.6499938964844,17712299,0,0
2022-05-27,426.04998779296875,433.25,425.20001220703125,429.6000061035156,16867431,0,0
2022-05-30,437.0,445.20001220703125,436.0,442.3999938964844,18500266,0,0
2022-05-31,443.95001220703125,449.5,440.3999938964844,443.54998779296875,22308219,0,0
2022-06-01,445.1000061035156,446.0,439.6000061035156,444.6000061035156,11930669,0,0
2022-06-02,445.0,445.6000061035156,435.6499938964844,439.1499938964844,12742438,0,0
2022-06-03,444.8999938964844,445.04998779296875,430.5,431.8999938964844,12780122,0,0
2022-06-06,427.8999938964844,433.95001220703125,424.6000061035156,432.3500061035156,11896105,0,0
2022-06-07,432.5,438.20001220703125,429.1000061035156,435.8500061035156,11153869,0,0
2022-06-08,438.70001220703125,440.3999938964844,432.0,435.6499938964844,12844475,0,0
2022-06-09,431.8999938964844,435.6499938964844,426.1000061035156,428.5,13043367,0,0
2022-06-10,423.0,428.8500061035156,422.0,428.04998779296875,11914234,0,0
2022-06-13,414.8999938964844,418.1499938964844,405.6000061035156,406.70001220703125,17442641,0,0
2022-06-14,403.0,411.8500061035156,397.70001220703125,405.1499938964844,19626627,0,0
2022-06-15,410.0,416.3999938964844,407.45001220703125,414.1000061035156,15192826,0,0
2022-06-16,420.0,420.8999938964844,390.1000061035156,392.95001220703125,22261032,0,0
2022-06-17,387.95001220703125,394.45001220703125,382.6499938964844,388.95001220703125,24824899,0,0
2022-06-20,390.54998779296875,392.95001220703125,376.6499938964844,382.70001220703125,17049013,0,0
2022-06-21,389.0,399.0,387.0,397.6000061035156,14743366,0,0
2022-06-22,396.3999938964844,397.0,390.5,393.1000061035156,12426604,0,0
2022-06-23,396.29998779296875,409.8999938964844,394.54998779296875,407.20001220703125,26514004,0,0
2022-06-24,410.0,412.8500061035156,406.1499938964844,409.29998779296875,14806456,0,0
2022-06-27,417.54998779296875,419.45001220703125,412.3500061035156,414.5,12018949,0,0
2022-06-28,411.29998779296875,418.20001220703125,409.1499938964844,417.1000061035156,13238339,0,0
2022-06-29,412.04998779296875,419.8999938964844,411.54998779296875,416.95001220703125,13104313,0,0
2022-06-30,418.29998779296875,424.0,410.0,411.79998779296875,20121916,0,0
2022-07-01,410.6499938964844,414.6000061035156,402.29998779296875,412.70001220703125,14725989,0,0
2022-07-04,411.54998779296875,414.8999938964844,405.0,408.45001220703125,11525133,0,0
2022-07-05,415.0,418.79998779296875,410.20001220703125,412.0,16771012,0,0
2022-07-06,414.0,417.29998779296875,410.6499938964844,416.3500061035156,12196920,0,0
2022-07-07,419.8999938964844,432.95001220703125,419.29998779296875,430.8500061035156,17616800,0,0
2022-07-08,436.25,443.8500061035156,429.29998779296875,441.54998779296875,23730027,0,0
2022-07-11,438.04998779296875,441.20001220703125,433.45001220703125,437.04998779296875,12619654,0,0
2022-07-12,433.0,435.0,428.1499938964844,430.54998779296875,9518822,0,0
2022-07-13,432.70001220703125,435.8500061035156,425.6499938964844,427.1000061035156,10181698,0,0
2022-07-14,428.0,431.25,423.29998779296875,428.04998779296875,10744547,0,0
2022-07-15,430.6499938964844,441.75,429.70001220703125,440.20001220703125,15774084,0,0
2022-07-18,443.95001220703125,453.79998779296875,443.20001220703125,450.8999938964844,21185764,0,0
2022-07-19,446.75,451.8500061035156,444.45001220703125,449.04998779296875,11553440,0,0
2022-07-20,454.3500061035156,460.75,451.75,453.45001220703125,17154184,0,0
2022-07-21,452.95001220703125,455.5,450.1000061035156,454.8500061035156,10931800,0,0
2022-07-22,456.6000061035156,459.95001220703125,452.29998779296875,454.8999938964844,10340910,0,0
2022-07-25,456.0,457.6000061035156,446.29998779296875,449.54998779296875,12505062,0,0
2022-07-26,448.70001220703125,448.70001220703125,439.75,441.1499938964844,11563528,0,0
2022-07-27,441.1499938964844,445.0,436.1000061035156,444.04998779296875,10081023,0,0
2022-07-28,440.25,449.25,427.3999938964844,442.25,36380444,0,0
2022-07-29,445.1499938964844,452.70001220703125,445.1499938964844,449.6000061035156,16004096,0,0
2022-08-01,451.95001220703125,481.0,451.04998779296875,479.20001220703125,43084536,0,0
2022-08-02,478.8999938964844,479.8999938964844,469.25,476.25,19065689,0,0
2022-08-03,475.0,476.25,459.6000061035156,467.79998779296875,19125906,0,0
2022-08-04,473.1499938964844,473.95001220703125,456.45001220703125,468.8999938964844,18540405,0,0
2022-08-05,468.8999938964844,472.8999938964844,464.0,465.25,11917799,0,0
2022-08-08,466.0,471.8999938964844,464.45001220703125,468.25,10561754,0,0
2022-08-10,470.0,477.20001220703125,463.3500061035156,475.54998779296875,13360759,0,0
2022-08-11,482.54998779296875,485.0,475.6000061035156,476.6499938964844,12777503,0,0
2022-08-12,475.75,481.45001220703125,470.0,477.54998779296875,13482890,0,0
2022-08-16,479.6000061035156,491.3999938964844,478.20001220703125,489.8500061035156,16796376,0,0
2022-08-17,490.8999938964844,494.3999938964844,484.20001220703125,485.3999938964844,15948755,0,0
2022-08-18,484.0,486.79998779296875,479.25,484.79998779296875,12070974,0,0
2022-08-19,486.75,488.1000061035156,468.1000061035156,471.0,16636593,0,0
2022-08-22,468.5,468.95001220703125,452.54998779296875,454.6000061035156,15050653,0,0
2022-08-23,449.0,462.1000061035156,447.6000061035156,460.45001220703125,17779238,0,0
2022-08-24,459.0,464.8999938964844,457.70001220703125,463.20001220703125,12214113,0,0
2022-08-25,466.0,468.79998779296875,457.3999938964844,459.20001220703125,11255809,0,0
2022-08-26,465.0,470.45001220703125,463.95001220703125,465.04998779296875,11252560,0,0
2022-08-29,451.0,456.8999938964844,450.1499938964844,453.3500061035156,11647725,0,0
2022-08-30,458.6499938964844,472.3999938964844,457.1000061035156,471.1000061035156,14421066,0,0
2022-09-01,462.5,474.3999938964844,462.1499938964844,466.8999938964844,13385159,0,0
2022-09-02,470.8500061035156,471.79998779296875,460.1499938964844,461.75,10806707,0,0
2022-09-05,459.75,463.95001220703125,457.0,459.0,9378108,0,0
2022-09-06,462.70001220703125,463.70001220703125,456.6000061035156,457.75,9805875,0,0
2022-09-07,453.20001220703125,456.5,443.6499938964844,445.8500061035156,20764508,0,0
2022-09-08,452.45001220703125,452.54998779296875,440.0,442.20001220703125,19336014,0,0
2022-09-09,447.5,449.6499938964844,440.6000061035156,445.8999938964844,14294289,0,0
2022-09-12,447.70001220703125,453.0,447.0,451.0,8962633,0,0
2022-09-13,454.29998779296875,458.95001220703125,453.54998779296875,456.79998779296875,10661280,0,0
2022-09-14,447.6000061035156,454.70001220703125,447.0,450.20001220703125,10360461,0,0
2022-09-15,452.3999938964844,455.8500061035156,446.04998779296875,447.25,10356713,0,0
2022-09-16,446.0,446.3999938964844,429.1000061035156,432.5,20992324,0,0
2022-09-19,431.5,431.6000061035156,424.04998779296875,425.45001220703125,15236142,0,0
2022-09-20,430.6000061035156,443.3500061035156,430.6000061035156,434.25,17557661,0,0
2022-09-21,433.95001220703125,436.0,425.5,427.6499938964844,10831068,0,0
2022-09-22,425.0,434.6000061035156,422.54998779296875,432.20001220703125,13600786,0,0
2022-09-23,431.8999938964844,431.8999938964844,420.54998779296875,423.1000061035156,13441609,0,0
2022-09-26,416.0,417.8999938964844,393.1499938964844,397.5,33230938,0,0
2022-09-27,403.8999938964844,404.0,390.3500061035156,398.79998779296875,21932747,0,0
2022-09-28,394.8999938964844,406.6000061035156,392.8500061035156,399.1000061035156,18114880,0,0
2022-09-29,411.0,413.25,399.6000061035156,402.25,20725995,0,0
2022-09-30,398.0,408.25,392.5,404.6000061035156,20951277,0,0
2022-10-03,405.5,406.54998779296875,395.5,397.6499938964844,20332430,0,0
2022-10-04,406.0,408.95001220703125,402.8999938964844,407.8999938964844,12761425,0,0
2022-10-06,409.6000061035156,417.6499938964844,409.5,414.1000061035156,12771199,0,0
2022-10-07,413.3999938964844,414.0,408.70001220703125,412.1499938964844,10670854,0,0
2022-10-10,403.3999938964844,403.3999938964844,393.04998779296875,395.95001220703125,32914630,0,0
2022-10-11,397.0,399.5,391.29998779296875,393.3500061035156,14641301,0,0
2022-10-12,394.54998779296875,398.20001220703125,391.1000061035156,396.54998779296875,14287344,0,0
2022-10-13,396.54998779296875,403.5,394.54998779296875,399.0,12584114,0,0
2022-10-14,407.0,409.20001220703125,395.29998779296875,396.25,12875470,0,0
2022-10-17,394.0,398.8999938964844,392.5,396.1000061035156,9543556,0,0
2022-10-18,401.0,406.70001220703125,400.70001220703125,404.25,14215544,0,0
